Codigo	nombre	Principal	TipoFarmacia	provincia	municipio
717	FARMATRIX ,SAS- VILLA CARMEN	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
719	FARMATRIX, SAS- BARRIO DUARTE	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
720	FARMATRIX SAS- BUENOS AIRES DE HERRERA	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
721	FARMATRIX, SAS- RENACIMIENTO I	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
722	FARMATRIX ,SAS - MIRADOR NORTE II	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
723	FARMATRIX-VILLA FARO	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
724	FARMATRIX ,SAS-MAO	14166	SUCURSAL	VALVERDE	MAO
725	FARMATRIX ,SAS- MOCA	14166	SUCURSAL	ESPAILLAT	MOCA
726	FARMATRIX ,SAS - EL EMBRUJO I	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
727	FARMATRIX-, SAS-TAMBORIL I	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	TAMBORIL
728	FARMATRIX,SAS-CERROS DE GURABO	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
729	FARMATRIX-RESTAURACION	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
730	FARMATRIX, SAS-ENS. LIBERTAD	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
731	FARMATRIX, SAS-PLAZA LAS AMERICAS	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
732	FARMATRIX, SAS- LA ESPAÑOLA	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
733	FARMATRIX,SAS- CRISTO REY	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
735	FARMATRIX ,SAS-30 DE MAYO	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
736	FARMATRIX,SAS- RENACIMIENTO III	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
737	FARMATRIX ,SAS- LOTERIA	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
738	FARMATRIX,SAS-CIUDAD NUEVA	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
740	FARMATRIX, SAS-NACO I	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
741	FARMATRIX ,SAS-ALMA ROSA I	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
742	FARMATRIX,SAS- MILLON I	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
743	FARMATRIX,SAS-LA TRINITARIA	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
744	FARMATRIX,SAS-ZONA INDUSTRIAL DE HERRERA	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
745	FARMATRIX,SAS- ALTOS DE ARROYO HONDO (REPUBLICA DE COLOMBIA)	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
747	FARMATRIX , SAS- (CANCINO)	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
748	FARMATRIX-MILLON II	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
752	FARMATRIX,SAS (EL VERGEL)	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
753	FARMATRIX,SAS-( OZANA)	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
756	FARMATRIX, SAS-( LA MORALEJA)	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
2461	FARMATRIX ,SAS,-PIANTINI	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2462	FARMATRIX ,SA,-JULIETA MORALES	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2463	FARMATRIX ,SAS,- (PLAZA PARAISO)	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2467	FARMAEXTRA,SAS- DRAGON DE ORO BELLA VISTA	14166	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2509	FARMATRIX ,SAS- VERON	14166	SUCURSAL	LA ALTAGRACIA	SAL VALEON DE HIGUEY
2600	FARMATRIX,SAS,LAS PALMAS DE HERRERA	14166	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2601	FARMATRIX,SAS-CENTRO HISTORICO	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
2602	FRMTRIX,SAS-VILLA OLIMPICA	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
2603	FARMATRIX,SAS,BRAVO PONTEZUELA	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
2604	FARMATRIX,SAS,BONAO	14166	SUCURSAL	MONSEÑOR NOUEL	BONAO
2605	FARMATRIX,SAS,-TAMBORIL III	14166	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
14167	FARMACIA BUENA VISTA I SRL	14167	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO NORTE
14176	FARMACIA LOS MAMEYES SRL	14176	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
14207	MARIA MIGUELINA LIRIANO RIVAS (FARMACIA LIRIANO)	14207	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
14280	SUPERFARMACIA LOS ESCALONES SRL	14280	PRINCIPAL	LA ROMANA	LA ROMANA
14287	DRA ELENA APONTE Y CO	14287	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
14369	FARMACIA LOS HIDALGOS S A	14369	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
247	FARMACIA LOS HIDALGOS S A - EL CONDE	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
248	FARMACIA LOS HIDALGOS S A - SIRENA SAN ISIDRO	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
249	FARMACIA LOS HIDALGOS S A - SIRENA VILLA MELLA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
250	FARMACIA LOS HIDALGOS S A - BELLA VISTA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
251	FARMACIA LOS HIDALGOS S A - HIPER OLE LA CALETA	14369	SUCURSAL	SANTO DOMINGO	LA CALETA
252	FARMACIA LOS HIDALGOS S A - PIANTINI	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
253	FARMACIA LOS HIDALGOS S A - PLAZA NACO	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
254	FARMACIA LOS HIDALGOS S A - HIPER OLE OVANDO	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
255	FARMACIA LOS HIDALGOS S A - MIRAFLORES	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
256	FARMACIA LOS HIDALGOS S A - BRAVO CHURCHILL	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
257	FARMACIA LOS HIDALGOS S A - SIRENA VENEZUELA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
258	FARMACIA LOS HIDALGOS S A - SIRENA SAN CRISTOBAL	14369	SUCURSAL	SAN CRISTOBAL	SAN CRISTOBAL
259	FARMACIA LOS HIDALGOS S A - PLAZA DE LA SALUD	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
260	FARMACIA LOS HIDALGOS S A - SIRENA EMBRUJO	14369	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
261	FARMACIA LOS HIDALGOS S A - HIPER OLE LOS FRAILES II	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
262	FARMACIA LOS HIDALGOS S A - SIRENA LUPERON	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
263	FARMACIA LOS HIDALGOS S A - HIPER OLE LOS ALCARRIZOS	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
264	FARMACIA LOS HIDALGOS S A - QUISQUEYA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
265	FARMACIA LOS HIDALGOS S A - SIRENA LAS CAOBAS	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
266	FARMACIA LOS HIDALGOS S A - PLAZA LAMA CARRETERA MELLA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
267	FARMACIA LOS HIDALGOS S A - HIPER OLE SABANA PERDIDA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
268	FARMACIA LOS HIDALGOS S A - PLAZA LAMA LA ROMANA	14369	SUCURSAL	LA ROMANA	LA ROMANA
269	FARMACIA LOS HIDALGOS S A - PLAZA LAMA HERRERA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
270	FARMACIA LOS HIDALGOS S A - SIRENA HIGUEY	14369	SUCURSAL	LA ALTAGRACIA	SAL VALEON DE HIGUEY
271	FARMACIA LOS HIDALGOS S A - PLAZA LAMA MAXIMO GOMEZ	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
272	FARMACIA LOS HIDALGOS S A - LAMA EXPRESS SAN ISIDRO	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
273	FARMACIA LOS HIDALGOS S A - SIRENA ESTRELLA SADHALA	14369	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
274	FARMACIA LOS HIDALGOS S A - PLAZA MORICHAL	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
305	FARMACIA LOS HIDALGOS S A - PIANTINI BLUE MALL	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
306	FARMACIA LOS HIDALGOS S A - PARAISO MEZZALUNA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
307	FARMACIA LOS HIDALGOS S A - PLAZA ORENSE	14369	SUCURSAL	LA ROMANA	LA ROMANA
347	FARMACIA LOS HIDALGOS S A - JARDINES EL FRESNO	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
352	FARMACIA LOS HIDALGOS S A - PLAZA LAMA DUARTE	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
353	FARMACIA LOS HIDALGOS S A - PLAZA LAMA BELLA VISTA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
361	FARMACIA LOS HIDALGOS S A - INDEPENDENCIA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
362	FARMACIA LOS HIDALGOS S A - SIRENA AVENIDA MELLA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
363	FARMACIA LOS HIDALGOS S A - LA CASTELLANA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
368	FARMACIA LOS HIDALGOS S A - POLA TERRENAS	14369	SUCURSAL	SAMANA	LAS TERRENAS
372	FARMACIA LOS HIDALGOS S A - BAVARO CITY CENTER	14369	SUCURSAL	LA ALTAGRACIA	VERON
412	FARMACIA LOS HIDALGOS S A - HIPER OLE CIUDAD JUAN BOSCH	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
413	FARMACIA LOS HIDALGOS S A - BRAVO PROLONGACION 27 FEBRERO	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
472	FARMACIA LOS HIDALGOS S A - HIPER OLE JACOBO MAJLUTA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
473	FARMACIA LOS HIDALGOS S A - GARRIDO LAS AMERICAS	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
474	FARMACIA LOS HIDALGOS S A - HIGUEY LIBERTAD	14369	SUCURSAL	LA ALTAGRACIA	SAL VALEON DE HIGUEY
496	FARMACIA LOS HIDALGOS S A - OVANDO CON DUARTE	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
511	FARMACIA LOS HIDALGOS S A - APREZIO ENGOMBE	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
623	FARMACIA LOS HIDALGOS S A - CITY CENTER SAN ISIDRO	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
624	FARMACIA LOS HIDALGOS S A - CATALUÑA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
630	FARMACIA LOS HIDALGOS S A - SIRENA MOCA	14369	SUCURSAL	ESPAILLAT	MOCA
685	FARMACIA LOS HIDALGOS S A - SAN VICENTE DE PAUL	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
702	FARMACIA LOS HIDALGOS S A - NUÑEZ DE CACERES	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
709	FARMACIA LOS HIDALGOS S A - PLAZA CEILO	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
761	FARMACIA LOS HIDALGOS S A - PLAZA LAMA AUT DUARTE	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
765	FARMACIA LOS HIDALGOS S A -LA VEGA	14369	SUCURSAL	LA VEGA	CONCEPCION DE LA VEGA
823	FARMACIA LOS HIDALGOS (PLAZA SEDAFEX)	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
830	 LOS HIDALGOS OZAMA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
831	LOS HIDALGOS HIPICA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
836	LOS HIDALGOS GARRIDO AV DUARTE I	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2004	LOS HIDALGOS  SAN CRISTOBAL II	14369	SUCURSAL	SAN CRISTOBAL	SAN CRISTOBAL
2006	LOS HIDALGOS - JACOBO MAJLUTA II	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
2392	 LOS HIDALGOS SAN PEDRO	14369	SUCURSAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
2396	FARMACIA LOS HIDALGOS SAS ( CERVECERIA)	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2404	LOS HIDALGOS PUERTO PLATA	14369	SUCURSAL	PUERTO PLATA	SAN FELIPE DE PUERTO PLATA
2423	LOS HIDALGOS ARROYO REPUBLICA DE  COLOMBIA II	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2446	LOS HIDALGOS PASEO DEL PRADO	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2451	LOS HIDALGOS REPUBLICA DE COLOMBIA III	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2459	LOS HIDALGOS SAMANA	14369	SUCURSAL	SAMANA	SANTA BARBARA DE SAMANA
2470	LOS HIDALGOS-MIGUELINA	14369	SUCURSAL	MONSEÑOR NOUEL	BONAO
2471	LOS HIDALGOS SOSUA	14369	SUCURSAL	PUERTO PLATA	SOSUA
2481	LOS HIDALGOS-PLAZA LAMA	14369	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
2485	LOS HIDALGOS - HIPERMERCADO LA ROMANA	14369	SUCURSAL	LA ROMANA	LA ROMANA
2500	 FARMACIA LOS HIDALGOS S A - SUPERMERCADO BRAVO DE HERRERA	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
2512	FARMACIA LOS HIDALGOS-LA ESPERILLA	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2583	FARMACIA LOS HIDALGOS-BRAVO CIUDAD REAL ORIENTAL	14369	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
2587	FARMACIA LOS HIDALGOS S A	14369	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
2588	FARMACIA LOS HIDALGOS SA-SIRENA NAGUA	14369	SUCURSAL	MARIA TRINIDAD SANCHEZ	NAGUA
14453	FARMACIA MONCION SRL	14453	PRINCIPAL	SANTIAGO RODRIGUEZ	MONCION
14455	FARMACIA DORIS DE MOCA SRL	14455	PRINCIPAL	ESPAILLAT	MOCA
14456	JULIO DEL CARMEN FERMIN PAYERO (FARMACIA RITA)	14456	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
14458	FARMACIA VASQUEZ SRL	14458	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
14473	FARMACIA MENDEZ C X A	14473	PRINCIPAL	BARAHONA	SANTA CRUZ DE BARAHONA
14523	FARMACIA YOLI S R L	14523	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
14539	FARMACIA ADA SRL	14539	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
14548	FARMACIA EMBAJADORA DE LA SALUD SRL	14548	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
14561	FARMACIA O & D SRL	14561	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
14659	FARMACIA SANTA MARGARITA S A	14659	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
14715	FARMACIA LILIA A BONILLA SRL	14715	PRINCIPAL	AZUA	AZUA DE COMPOSTELA
2508	FARMACIA LILIA A BONILLA SRL	14715	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
14884	FARMACIA LEMBERT S A	14884	PRINCIPAL	BARAHONA	SANTA CRUZ DE BARAHONA
15290	FARMACIA JARDIN DE LAS FLORES SRL	15290	PRINCIPAL	PUERTO PLATA	SAN FELIPE DE PUERTO PLATA
15311	FARMACIA EL MANANTIAL SRL	15311	PRINCIPAL	DUARTE	SAN FRANCISCO DE MACORIS
15606	FARMACIA DRA CLETO SRL	15606	PRINCIPAL	SANCHEZ RAMIREZ	COTUI
15660	FARMACIA AMISTAD BANI SRL	15660	PRINCIPAL	PERAVIA	BANI
15661	FARMACIA SAN JUAN DE LA MAGUANA SRL	15661	PRINCIPAL	PERAVIA	BANI
15801	FARMACIA LAMPLE SUAREZ SRL	15801	PRINCIPAL	MONSEÑOR NOUEL	BONAO
867	FARMACIA LAMPLE SUAREZ S.R.L SUCURSAL II-PADRE FANTINO BONAO	15801	SUCURSAL	MONSEÑOR NOUEL	BONAO
15814	NEGOCIOS MAR DE CORAL S A / FARMACIA SAN GERONIMO	15814	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
15815	FARMAHISPANA S A	15815	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
309	FARMAHISPANA II	15815	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
329	FARMAHISPANA III	15815	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
15901	FARMACIA ESTHER MACORIS, SRL	15901	PRINCIPAL	DUARTE	SAN FRANCISCO DE MACORIS
16089	FARMACIA SAONA SRL	16089	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
16102	FARMACIA LOURDES EMPERATRIZ SRL	16102	PRINCIPAL	HERMANAS MIRABAL	TENARES
16194	FARMACIA OLIM SRL	16194	PRINCIPAL	SANTO DOMINGO	SANTO DOMINGO ESTE
16195	SUPER FARMACIA MODERNA SRL	16195	PRINCIPAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
16253	FARMACIA TANIA C POR A	16253	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
399	FARMACIA TANIA INDEPENDENCIA	16253	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
400	FARMACIA TANIA SARASOTA	16253	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
401	FARMACIA AV. CHARLES SUMMER	16253	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
402	FARMACIA AV. 27 FEBRERO	16253	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
404	FARMACIA TANIA - DEFILLO	16253	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
497	FARMACIA TANIA -LOS RIOS	16253	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
16282	FARMACIA MIGUELINA, SRL	16282	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
16499	SUPER FARMACIA NANCY MARIÑEZ SRL	16499	PRINCIPAL	AZUA	PADRE LAS CASAS
16544	A & R PHARMA SRL SRL	16544	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
16545	FARMACIA MEDICAR G B C SRL	16545	PRINCIPAL	DISTRITO NACIONAL	DISTRITO NACIONAL
240	MEDICAR GBC SAN MARTIN	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
241	MEDICAR GBC PRADOS	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
242	MEDICAR GBC ROMULO	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
243	MEDICAR GBC RENACIEMIENTO	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
244	MEDICAR GBC MIRAMAR	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
245	MEDICAR GBC CIUDAD REAL	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
246	GBC  PRADERAS	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
421	MEDICAR GBC  LAS AMERICAS	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
422	MEDICAR GBC DEFILLO	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
423	MEDICAR GBC LOS PROCERES	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
424	MEDICAR GBC  VILLA MELLA III	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
425	MEDICAR GBC LOS ALCARRIZOS	16545	SUCURSAL	SANTO DOMINGO	LOS ALCARRIZOS (DM)
426	MEDICAR GBC REP. COLOMBIA	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
427	MEDICAR GBC SABANA LARGA	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
428	MEDICAR GBC PIANTINI	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
429	MEDICAR GBC CANCINO	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
430	MEDICAR GBC CHARLES DE GAULLE	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
431	MEDICAR GBC SOL PONIENTE	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
432	MEDICAR GBC LA ESPERILLA	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
433	MEDICAR GBC HERRERA	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
434	MEDICAR GBC OVANDO	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
435	MEDICAR GBC  LUPERON	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
442	MEDICAR GBC LOS MINA	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
464	MEDICAR GBC SAN PEDRO	16545	SUCURSAL	SAN PEDRO DE MACORIS	SAN PEDRO DE MACORIS
467	MEDICAR GBC MANOGUAYABO	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
468	MEDICAR GBC MONUMENTAL	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
485	MEDICAR GBC  SAN ISIDRO	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
488	MEDICAR GBC VILLA FARO	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
491	MEDICAR GBC BAVARO	16545	SUCURSAL	LA ALTAGRACIA	VERON
492	MEDICAR GBC HIGUEY	16545	SUCURSAL	LA ALTAGRACIA	SAL VALEON DE HIGUEY
494	MEDICAR GBC  ZONA UNIVERSITARIA	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
495	MEDICAR GBC LOS RIOS	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
498	MEDICAR GBC LA ROMANA I	16545	SUCURSAL	LA ROMANA	LA ROMANA
501	MEDICAR GBC  SANTIAGO I	16545	SUCURSAL	SANTIAGO DE LOS CABALLEROS	SANTIAGO DE LOS CABALLEROS
502	MEDICAR GBC  SAN GERONIMO	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
503	MEDICAR GBC  BANI	16545	SUCURSAL	PERAVIA	BANI
504	MEDICAR GBC  ENS. ISABELITA	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
506	MEDICAR GBC  LA ROMANA II	16545	SUCURSAL	LA ROMANA	LA ROMANA
507	MEDICAR GBC  JACOBO I	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
508	MEDICAR GBC  VILLA FARO	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
510	MEDICAR GBC   VILLA OLIMPICA	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
523	MEDICAR GBC  PANTOJA	16545	SUCURSAL	SANTO DOMINGO	PANTOJA
605	MEDICAR GBC ATALA	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
606	MEDICAR GBC BONAO	16545	SUCURSAL	MONSEÑOR NOUEL	BONAO
627	MEDICAR GBC SAN LUIS	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
628	MEDICAR GBC SAN JUAN I	16545	SUCURSAL	SAN JUAN DE LA MAGUANA	SAN JUAN DE LA MAGUANA
629	MEDICAR GBC EL ROSAL	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO ESTE
632	MEDICAR GBC EL SEIBO	16545	SUCURSAL	EL SEYBO	SANTA CRUZ DEL SEYBO
633	MEDICAR GBC SAN CRISTOBAL	16545	SUCURSAL	SAN CRISTOBAL	SAN CRISTOBAL
634	MEDICAR GBC COTUI	16545	SUCURSAL	SANCHEZ RAMIREZ	COTUI
635	MEDICAR GBC AUTOPISTA DUARTE	16545	SUCURSAL	SANTO DOMINGO	LOS ALCARRIZOS (DM)
636	MEDICAR GBC RESID. STO.DGO.	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO OESTE
637	MEDICAR GBC  JACOBO II	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
638	MEDICAR GBC HATO MAYOR	16545	SUCURSAL	HATO MAYOR DEL REY	HATO MAYOR DEL REY
639	MEDICAR GBC VILLA MELLA II	16545	SUCURSAL	SANTO DOMINGO	SANTO DOMINGO NORTE
657	MEDICAR GBC  HONDURAS	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
658	MEDICAR GBC LA FE	16545	SUCURSAL	DISTRITO NACIONAL	DISTRITO NACIONAL
